y	x	clickSelects	group	xmin	xmax	ymin	ymax
0.887323943661972	0.09525652415351	Africa	13	0.0454545454545455	0.09525652415351	0.855633802816901	0.919014084507042
0.816901408450704	0.118069020895561	The Americas	12	0.0454545454545455	0.118069020895561	0.785211267605634	0.848591549295775
0.676056338028169	0.0868178579660525	North America	10	0.0454545454545455	0.0868178579660525	0.644366197183099	0.707746478873239
0.535211267605634	0.0711917526100133	South America	8	0.0454545454545455	0.0711917526100133	0.503521126760563	0.566901408450704
0.323943661971831	0.0509686758590145	Central America	5	0.0454545454545455	0.0509686758590145	0.292253521126761	0.355633802816901
0.253521126760563	0.0476571590468804	Isthmic Central America	4	0.0454545454545455	0.0476571590468804	0.221830985915493	0.285211267605634
0.183098591549296	0.0485882884906551	Greater Antilles	3	0.0454545454545455	0.0485882884906551	0.151408450704225	0.214788732394366
0.0422535211267606	0.0456321446001416	Lesser Antilles	1	0.0454545454545455	0.0456321446001416	0.0105633802816901	0.073943661971831
0.957746478873239	0.345869699610691	Asia	14	0.0454545454545455	0.345869699610691	0.926056338028169	0.98943661971831
0.746478873239437	0.151042563739539	Europe	11	0.0454545454545455	0.151042563739539	0.714788732394366	0.778169014084507
0.605633802816901	0.102499670428724	Western Europe	9	0.0454545454545455	0.102499670428724	0.573943661971831	0.637323943661972
0.464788732394366	0.0939974387653601	Eastern Europe	7	0.0454545454545455	0.0939974387653601	0.433098591549296	0.496478873239437
0.112676056338028	0.0481731919625507	Oceania	2	0.0454545454545455	0.0481731919625507	0.0809859154929577	0.144366197183099
0.394366197183099	0.0827870384196896	(Former) Soviet Union	6	0.0454545454545455	0.0827870384196896	0.362676056338028	0.426056338028169
