colour	y	x	clickSelects	PANEL	fill
#F8766D	0.417142857142857	0.626666666666667	683	1	#F8766D
#F8766D	0.39948051948052	0.74969696969697	684	1	#F8766D
#F8766D	0.301428571428571	0.395909090909091	685	1	#F8766D
#F8766D	0.437922077922078	0.641515151515152	686	1	#F8766D
#F8766D	0.43012987012987	0.257575757575758	687	1	#F8766D
#F8766D	0.36012987012987	0.472727272727273	678	2	#F8766D
#00BFC4	0.288831168831169	0.343939393939394	679	2	#00BFC4
#F8766D	0.446363636363636	0.709242424242424	680	2	#F8766D
#F8766D	0.252987012987013	0.71969696969697	681	2	#F8766D
#F8766D	0.319350649350649	0.652727272727273	682	2	#F8766D
#F8766D	0.468181818181818	0.611363636363636	693	2	#F8766D
#F8766D	0.413376623376623	0.638636363636364	694	2	#F8766D
